Timestamp,Open,High,Low,Close,Volume
1657324800000,21594.75,21980.0,21322.12,21591.83,178417.84468
1657411200000,21592.15,21607.65,20655.0,20862.47,192188.21556
1657497600000,20861.11,20868.48,19875.23,19963.61,137535.40724
1657584000000,19963.61,20059.42,19240.0,19328.75,139506.45862
1657670400000,19331.28,20366.61,18910.94,20234.87,209250.24888
1657756800000,20234.87,20900.0,19616.07,20588.84,174809.21696
1657843200000,20588.84,21200.0,20382.29,20830.04,143343.3049
1657929600000,20830.04,21588.94,20478.61,21195.6,121011.67393
1658016000000,21195.6,21684.54,20750.01,20798.16,118229.4525
1658102400000,20799.58,22777.63,20762.45,22432.58,239942.73132
1658188800000,22432.58,23800.0,21579.54,23396.62,263770.76574
1658275200000,23398.48,24276.74,22906.19,23223.3,238762.17094
1658361600000,23223.3,23442.77,22341.46,23152.19,184817.68191
1658448000000,23152.19,23756.49,22500.0,22684.83,171598.43966
1658534400000,22684.83,23000.77,21934.57,22451.07,122137.77375
1658620800000,22448.58,23014.64,22257.15,22579.68,115189.67277
1658707200000,22577.13,22666.0,21250.0,21310.9,180344.76643
1658793600000,21310.9,21347.82,20706.5,21254.67,177817.24326
1658880000000,21254.67,23112.63,21042.53,22952.45,210971.19796
1658966400000,22954.31,24199.72,22582.13,23842.93,236029.0741
1659052800000,23845.25,24442.66,23414.03,23773.75,198298.50623
1659139200000,23777.28,24668.0,23502.25,23643.51,151060.13211
1659225600000,23644.64,24194.82,23227.31,23293.32,127743.32483
1659312000000,23296.36,23509.68,22850.0,23268.01,144210.16219
1659398400000,23266.9,23459.89,22654.37,22987.79,158073.28225
1659484800000,22985.93,23647.68,22681.22,22818.37,145948.80995
1659571200000,22816.91,23223.32,22400.0,22622.98,154854.67016
1659657600000,22622.41,23472.86,22586.95,23312.42,175251.69749
1659744000000,23313.56,23354.36,22909.52,22954.21,83911.80307
1659830400000,22954.21,23402.0,22844.62,23174.39,88890.00877
1659916800000,23174.39,24245.0,23154.25,23810.0,170958.44152
1660003200000,23810.98,23933.25,22865.0,23149.95,143182.50858
1660089600000,23151.32,24226.0,22664.69,23954.05,208916.54953
1660176000000,23954.05,24918.54,23852.13,23934.39,249759.79557
1660262400000,23933.09,24456.5,23583.0,24403.68,174207.5704
1660348800000,24401.7,24888.0,24291.22,24441.38,152852.25435
1660435200000,24443.06,25047.56,24144.0,24305.24,151206.14473
1660521600000,24305.25,25211.32,23773.22,24094.82,242539.54758
1660608000000,24093.04,24247.49,23671.22,23854.74,179324.94821
1660694400000,23856.15,24446.71,23180.4,23342.66,210668.68766
1660780800000,23342.66,23600.0,23111.04,23191.2,144185.97011
1660867200000,23191.45,23208.67,20783.57,20834.39,283995.87747
1660953600000,20834.39,21382.85,20761.9,21140.07,183041.68363
1661040000000,21140.07,21800.0,21069.11,21515.61,159200.6841
1661126400000,21516.7,21548.71,20890.18,21399.83,222222.04526
1661212800000,21400.75,21684.87,20890.14,21529.12,200967.77164
1661299200000,21529.11,21900.0,21145.0,21368.08,174383.22046
1661385600000,21368.05,21819.88,21310.15,21559.04,169915.78301
1661472000000,21559.04,21886.77,20107.9,20241.05,273811.61955
1661558400000,20239.14,20402.93,19800.0,20037.6,162582.46032
1661644800000,20037.6,20171.18,19520.0,19555.61,139307.95976
1661731200000,19555.61,20433.62,19550.79,20285.73,210509.49545
1661817600000,20287.2,20576.25,19540.0,19811.66,256634.35529
1661904000000,19813.03,20490.0,19797.94,20050.02,276946.60765
1661990400000,20048.44,20208.37,19565.66,20131.46,245289.97263
1662076800000,20132.64,20441.26,19755.29,19951.86,245986.6033
1662163200000,19950.98,20055.93,19652.72,19831.9,146639.03204
1662249600000,19832.45,20029.23,19583.1,20000.3,145588.77893
1662336000000,20000.3,20057.27,19633.83,19796.84,222543.01057
1662422400000,19795.34,20180.0,18649.51,18790.61,356315.05718
1662508800000,18790.61,19464.06,18510.77,19292.84,287394.7788
1662595200000,19292.85,19458.25,19012.0,19319.77,262813.28273
1662681600000,19320.54,21597.22,19291.75,21360.11,428919.74652
1662768000000,21361.62,21810.8,21111.13,21648.34,307997.33504
1662854400000,21647.21,21860.0,21350.0,21826.87,280702.55149
1662940800000,21826.87,22488.0,21538.51,22395.74,395395.61828
1663027200000,22395.44,22799.0,19860.0,20173.57,431915.03333
1663113600000,20173.62,20541.48,19617.62,20226.71,340826.40151
1663200000000,20227.17,20330.24,19497.0,19701.88,333069.76076
1663286400000,19701.88,19890.0,19320.01,19803.3,283791.07064
