Timestamp,Open,High,Low,Close,Volume
1663200000000,1638.4,1655.2,1458.0,1472.75,1335499.8047
1663286400000,1472.76,1483.35,1405.52,1433.9,693597.2425
1663372800000,1433.9,1476.13,1409.12,1468.83,421391.3743
1663459200000,1468.82,1469.63,1325.55,1334.51,804113.468
1663545600000,1334.51,1393.35,1280.0,1375.98,974855.198
1663632000000,1375.98,1384.78,1312.71,1322.93,658027.1465
1663718400000,1322.94,1408.9,1220.0,1245.78,1192266.7379
1663804800000,1245.79,1350.08,1237.32,1326.46,904282.2725
1663891200000,1326.47,1360.0,1262.15,1327.25,974052.3644
1663977600000,1327.24,1349.33,1306.52,1317.13,517557.3497
1664064000000,1317.13,1337.0,1269.27,1294.63,515533.8409
1664150400000,1294.62,1340.42,1277.85,1336.17,799166.4333
1664236800000,1336.17,1400.0,1303.75,1328.02,860584.8944
1664323200000,1328.01,1355.7,1253.2,1337.2,919314.9131
1664409600000,1337.2,1352.02,1288.52,1335.7,770591.6895
1664496000000,1335.69,1373.19,1313.35,1328.72,740753.611
1664582400000,1328.71,1333.69,1302.68,1311.79,252081.9056
1664668800000,1311.79,1317.93,1270.0,1276.72,371740.0407
1664755200000,1276.72,1329.9,1263.04,1323.09,483775.2435
1664841600000,1323.1,1369.55,1318.66,1361.49,476207.6702
1664928000000,1361.5,1364.77,1316.29,1352.2,483508.7782
1665014400000,1352.2,1383.99,1345.01,1352.06,573975.324
1665100800000,1352.07,1361.75,1317.26,1331.1,491999.8776
1665187200000,1331.1,1337.35,1303.51,1315.48,203391.6612
1665273600000,1315.48,1329.0,1307.26,1323.13,186201.9185
1665360000000,1323.13,1338.0,1288.0,1290.03,393663.0114
1665446400000,1290.03,1298.0,1267.01,1280.11,429430.3941
1665532800000,1280.11,1306.87,1275.25,1294.44,369712.5759
1665619200000,1294.44,1301.58,1190.0,1287.08,945618.3163
1665705600000,1287.08,1343.12,1283.39,1296.27,669742.8093
1665792000000,1296.26,1301.69,1263.64,1274.92,287100.9529
1665878400000,1274.93,1315.35,1274.67,1305.95,293321.3632
1665964800000,1305.96,1338.57,1295.64,1331.4,459848.4941
1666051200000,1331.39,1341.73,1286.72,1310.71,572728.9189
1666137600000,1310.71,1313.5,1280.31,1285.09,368637.5105
1666224000000,1285.09,1310.87,1270.36,1282.57,428531.6103
1666310400000,1282.57,1306.97,1252.65,1299.75,468076.7986
1666396800000,1299.76,1320.2,1294.32,1313.61,221776.7007
1666483200000,1313.62,1371.55,1299.44,1364.2,432269.46
1666569600000,1364.19,1370.6,1324.17,1343.61,611830.797
1666656000000,1343.61,1525.16,1334.94,1459.74,1127932.9012
1666742400000,1459.74,1594.99,1457.44,1566.1,1236044.7023
1666828800000,1566.11,1578.58,1503.2,1514.05,869454.4851
1666915200000,1514.04,1574.9,1479.82,1554.41,858954.4425
1667001600000,1554.4,1663.06,1547.66,1619.55,914161.0846
1667088000000,1619.55,1640.06,1576.56,1590.44,476036.4243
1667174400000,1590.45,1635.8,1545.43,1572.69,810334.2414
1667260800000,1572.69,1612.92,1563.69,1578.48,527539.2965
1667347200000,1578.47,1621.68,1502.32,1518.34,981395.3648
1667433600000,1518.33,1559.01,1515.17,1531.01,560202.8813
1667520000000,1531.01,1680.0,1528.4,1644.78,935531.4781
1667606400000,1644.78,1666.97,1621.42,1626.98,351385.5362
1667692800000,1626.98,1639.02,1564.39,1568.29,414863.9525
1667779200000,1568.25,1608.04,1545.03,1568.1,642409.4494
1667865600000,1568.09,1579.98,1233.0,1334.77,2339916.5089
1667952000000,1334.78,1337.16,1073.53,1102.73,2494797.9357
1668038400000,1102.73,1350.0,1085.93,1299.28,1975955.6767
1668124800000,1299.28,1310.0,1201.26,1289.28,1308087.1498
1668211200000,1289.35,1292.16,1238.7,1257.25,547772.9172
1668297600000,1257.25,1274.23,1200.66,1221.49,547410.5304
1668384000000,1221.5,1291.2,1171.13,1243.28,934742.0059
1668470400000,1243.29,1291.0,1234.01,1253.23,632825.568
1668556800000,1253.22,1268.67,1187.06,1216.17,673339.7215
1668643200000,1216.16,1228.22,1181.05,1200.43,530537.3488
1668729600000,1200.42,1234.0,1199.18,1212.58,360218.5337
1668816000000,1212.58,1235.0,1197.67,1217.67,209789.5888
1668902400000,1217.67,1227.07,1132.65,1142.21,531108.7607
1668988800000,1142.21,1146.99,1079.76,1107.34,922647.9454
1669075200000,1107.34,1146.13,1075.0,1139.6,748884.5791
1669161600000,1139.59,1190.0,1127.75,1184.52,636927.1594
1669248000000,1184.52,1217.71,1180.6,1203.73,486080.6123
1669334400000,1203.72,1207.77,1171.2,1199.3,391430.1658
1669420800000,1199.29,1235.66,1196.2,1205.6,379840.8116
1669507200000,1205.61,1223.33,1188.65,1193.88,286386.7986
1669593600000,1193.88,1199.25,1151.02,1167.77,478795.6093
1669680000000,1167.77,1228.37,1158.27,1216.49,512143.5861
1669766400000,1216.49,1309.77,1212.5,1294.46,815679.2717
1669852800000,1294.46,1299.9,1262.77,1276.41,430018.7391
1669939200000,1276.4,1297.18,1265.24,1295.59,371559.585
1670025600000,1295.58,1309.0,1236.26,1240.51,347148.2588
1670112000000,1240.5,1287.19,1240.1,1279.41,324129.5466
1670198400000,1279.4,1305.11,1246.61,1259.41,391628.5166
1670284800000,1259.41,1274.76,1241.56,1271.32,301631.839
1670371200000,1271.31,1278.69,1218.01,1231.18,398559.5166
1670457600000,1231.18,1292.58,1222.01,1280.18,406653.5447
1670544000000,1280.18,1296.64,1250.0,1263.1,406008.0032
1670630400000,1263.11,1283.61,1259.6,1266.35,182278.6396
1670716800000,1266.35,1284.75,1255.85,1263.01,180494.902
1670803200000,1263.0,1278.9,1240.03,1275.4,363750.5481
1670889600000,1275.41,1349.0,1255.1,1320.69,659393.8825
1670976000000,1320.69,1352.72,1301.0,1307.44,554465.5717
1671062400000,1307.45,1311.14,1259.27,1266.54,390051.2447
1671148800000,1266.53,1280.06,1155.32,1166.83,751422.2779
1671235200000,1166.82,1190.03,1161.92,1187.16,328881.6281
1671321600000,1187.16,1199.54,1170.32,1183.06,252260.144
1671408000000,1183.06,1195.0,1150.51,1167.82,296832.7228
1671494400000,1167.82,1230.47,1163.12,1216.94,465184.1943
1671580800000,1216.95,1223.39,1203.02,1213.78,245723.8377
1671667200000,1213.78,1237.99,1182.54,1217.71,336761.6598
1671753600000,1217.72,1231.99,1210.0,1219.99,278604.2882
1671840000000,1219.98,1227.99,1214.69,1220.41,123701.5301
1671926400000,1220.42,1225.0,1193.18,1218.51,231652.0612
1672012800000,1218.52,1231.09,1211.67,1228.11,162723.0857
1672099200000,1228.12,1233.73,1200.58,1211.55,262437.6398
1672185600000,1211.55,1215.78,1181.06,1190.15,367828.8914
1672272000000,1190.15,1206.57,1186.77,1200.49,249130.4869
1672358400000,1200.48,1202.15,1181.08,1199.99,266014.2115
1672444800000,1199.98,1208.46,1191.66,1196.13,139379.2811
1672531200000,1196.13,1204.67,1190.57,1200.34,117762.0685
1672617600000,1200.33,1224.29,1193.0,1214.0,252794.14
1672704000000,1213.99,1219.89,1204.93,1214.55,205519.4944
1672790400000,1214.56,1272.6,1212.71,1256.9,457799.6648
1672876800000,1256.91,1259.95,1242.81,1251.24,272805.33
1672963200000,1251.25,1276.7,1236.0,1269.14,342344.2023
1673049600000,1269.13,1271.09,1261.3,1264.07,129474.2884
1673136000000,1264.06,1296.0,1257.77,1290.16,213636.7848
1673222400000,1290.15,1344.91,1285.44,1320.39,581727.6968
1673308800000,1320.4,1347.69,1316.8,1335.62,459660.2307
1673395200000,1335.63,1398.0,1321.04,1389.39,472465.9556
1673481600000,1389.4,1438.0,1361.92,1415.92,877712.4492
1673568000000,1415.91,1464.0,1401.03,1451.2,499377.8649
1673654400000,1451.21,1599.98,1449.14,1549.9,940691.7774
1673740800000,1549.91,1566.66,1516.03,1552.52,387832.7138
1673827200000,1552.52,1604.5,1521.31,1576.94,574622.8953
1673913600000,1576.94,1609.0,1541.15,1565.57,506771.7219
1674000000000,1565.56,1610.0,1501.39,1511.43,752534.8857
1674086400000,1511.44,1564.43,1509.15,1551.09,308679.4645
1674172800000,1551.09,1669.9,1542.02,1658.52,440570.9974
1674259200000,1658.53,1679.26,1616.21,1626.66,494248.6009
1674345600000,1626.65,1663.89,1604.0,1627.44,431729.6909
1674432000000,1627.43,1648.09,1585.29,1626.29,407267.1156
1674518400000,1626.28,1641.46,1535.0,1555.97,462275.3243
1674604800000,1555.97,1641.0,1518.0,1611.94,646474.9166
1674691200000,1611.95,1632.84,1577.43,1601.09,532777.8466
1674777600000,1601.08,1621.0,1552.54,1597.62,512093.3875
1674864000000,1597.61,1606.83,1555.99,1572.1,313675.6574
1674950400000,1572.1,1660.0,1566.33,1644.72,551767.9134
1675036800000,1644.73,1647.53,1535.0,1566.2,595055.3281
1675123200000,1566.21,1605.18,1561.63,1585.33,348856.6751
1675209600000,1585.32,1647.77,1555.18,1641.68,474617.1709
1675296000000,1641.67,1714.68,1626.85,1643.12,629188.8874
1675382400000,1643.12,1676.0,1625.93,1663.52,464815.032
1675468800000,1663.52,1695.29,1645.43,1666.38,308227.1295
1675555200000,1666.39,1673.81,1609.3,1629.02,413579.6748
1675641600000,1629.01,1658.56,1605.01,1614.29,384119.4197
1675728000000,1614.28,1678.37,1613.14,1671.03,451922.4
1675814400000,1671.03,1697.91,1630.47,1650.43,417966.2539
1675900800000,1650.42,1656.17,1524.4,1545.35,658011.6964
1675987200000,1545.35,1555.01,1490.0,1513.06,484654.2199
1676073600000,1513.05,1543.0,1505.0,1538.51,289691.5708
1676160000000,1538.5,1548.02,1493.08,1514.83,286758.374
1676246400000,1514.82,1526.1,1461.93,1505.24,643152.3904
1676332800000,1505.25,1569.0,1482.66,1555.71,668964.3768
1676419200000,1555.7,1680.0,1542.55,1674.92,581207.8586
1676505600000,1674.92,1742.97,1633.72,1637.84,832723.6731
1676592000000,1637.83,1722.0,1630.51,1693.87,579934.663
1676678400000,1693.81,1713.13,1679.77,1691.62,267305.7813
1676764800000,1691.62,1726.59,1666.14,1679.75,401023.0477
1676851200000,1679.74,1719.89,1650.56,1703.27,451314.8335
1676937600000,1703.27,1716.66,1636.3,1659.76,520354.4688
1677024000000,1659.77,1666.95,1595.07,1643.14,528875.4809
1677110400000,1643.15,1679.0,1628.75,1650.53,501305.9717
1677196800000,1650.52,1664.66,1575.64,1607.8,512515.4982
1677283200000,1607.8,1608.98,1557.33,1594.58,290188.0391
1677369600000,1594.58,1651.26,1587.76,1641.36,308607.9941
1677456000000,1641.37,1665.22,1608.0,1633.45,431861.4129
1677542400000,1633.45,1647.52,1596.66,1605.23,393523.1647
1677628800000,1605.24,1669.72,1595.0,1665.22,474456.8235
1677715200000,1665.23,1677.86,1619.18,1647.86,423023.8082
1677801600000,1647.86,1649.25,1544.39,1569.45,742816.5976
1677888000000,1569.45,1577.53,1549.12,1566.73,237640.2606
1677974400000,1566.74,1588.77,1553.05,1564.58,299240.7415
1678060800000,1564.57,1583.49,1554.44,1565.84,307709.3011
1678147200000,1565.84,1584.49,1536.14,1561.96,437947.9032
1678233600000,1561.95,1570.89,1523.61,1532.38,460101.7658
1678320000000,1532.38,1546.45,1408.0,1437.32,718485.1364
1678406400000,1437.32,1439.43,1368.39,1426.44,960262.4509
1678492800000,1426.43,1478.07,1408.4,1471.97,1374859.6201
1678579200000,1471.93,1594.19,1448.3,1580.33,1002355.0929
1678665600000,1580.33,1693.49,1565.0,1673.45,1228063.6053
1678752000000,1673.44,1780.02,1655.24,1699.4,1283321.2355
1678838400000,1699.41,1716.9,1611.0,1649.96,963142.4833
1678924800000,1649.95,1691.42,1632.18,1673.73,627985.6119
1679011200000,1673.73,1800.0,1662.65,1789.27,907528.2825
1679097600000,1789.26,1841.0,1747.47,1758.84,711614.731
1679184000000,1758.84,1841.36,1757.92,1780.68,541131.8908
1679270400000,1780.67,1803.05,1722.0,1732.78,682848.1248
1679356800000,1732.77,1835.0,1717.01,1801.23,742348.4999
1679443200000,1801.23,1819.98,1710.12,1734.33,891287.6009
1679529600000,1734.34,1857.16,1729.35,1813.79,732061.103
1679616000000,1813.78,1818.99,1726.4,1749.57,564770.1417
1679702400000,1749.57,1763.23,1713.09,1741.88,355679.3743
1679788800000,1741.88,1801.0,1739.31,1773.88,354933.2372
1679875200000,1773.88,1780.48,1686.13,1715.22,570563.5023
1679961600000,1715.21,1795.73,1701.13,1772.99,536511.3973
1680048000000,1773.0,1827.99,1772.48,1793.07,536865.5972
1680134400000,1793.06,1829.69,1763.0,1793.61,579690.0394
1680220800000,1793.6,1847.28,1777.91,1821.52,554525.4762
1680307200000,1821.52,1842.83,1807.81,1820.79,272904.9674
1680393600000,1820.8,1824.81,1771.7,1794.51,322122.9385
1680480000000,1794.51,1839.99,1762.77,1810.51,628503.6619
1680566400000,1810.51,1891.91,1802.01,1870.37,622208.6411
1680652800000,1870.38,1942.98,1864.58,1908.69,548595.5155
1680739200000,1908.68,1909.91,1853.7,1872.41,396241.4352
1680825600000,1872.41,1882.61,1841.46,1863.72,284256.4873
1680912000000,1863.73,1879.38,1847.0,1848.82,197905.5407
1680998400000,1848.82,1873.99,1824.01,1858.92,287131.3079
1681084800000,1858.91,1918.79,1846.4,1910.2,434739.7984
1681171200000,1910.21,1937.37,1881.11,1889.86,405203.4892
1681257600000,1889.86,1933.0,1852.65,1917.39,630844.4186
1681344000000,1917.4,2023.0,1899.55,2012.01,676164.5188
1681430400000,2012.0,2128.76,2009.22,2099.99,896307.3934
1681516800000,2099.99,2111.85,2071.13,2090.6,321823.7851
1681603200000,2090.61,2141.54,2072.72,2118.67,319880.4393
1681689600000,2118.66,2120.51,2056.25,2074.0,426972.7071
1681776000000,2073.99,2125.0,2051.0,2103.5,414244.6135
1681862400000,2103.51,2104.6,1923.03,1933.73,775389.0602
1681948800000,1933.74,1982.99,1914.43,1942.98,625336.2495
1682035200000,1942.98,1957.27,1825.0,1848.78,688876.6186
1682121600000,1848.77,1887.31,1841.64,1874.16,331007.5879
1682208000000,1874.17,1882.01,1836.37,1862.0,344514.3444
1682294400000,1862.01,1890.0,1806.0,1841.84,447864.0517
1682380800000,1841.84,1877.86,1801.66,1866.1,457870.6047
1682467200000,1866.1,1964.72,1785.0,1866.01,897709.7298
1682553600000,1866.01,1940.96,1861.19,1908.68,727472.9466
1682640000000,1908.68,1923.88,1873.94,1890.94,387630.7791
1682726400000,1890.93,1918.0,1883.05,1907.8,182046.1406
1682812800000,1907.79,1939.0,1866.16,1870.09,355336.4888
1682899200000,1870.08,1886.49,1806.12,1830.73,445519.1779
1682985600000,1830.73,1881.87,1822.94,1870.08,373753.2027
1683072000000,1870.09,1916.52,1842.64,1905.12,465185.2501
1683158400000,1905.12,1918.26,1866.71,1877.07,354528.6144
1683244800000,1877.07,1998.36,1875.65,1993.3,546608.875
1683331200000,1993.3,2019.0,1860.0,1896.33,608106.9915
1683417600000,1896.33,1933.33,1867.59,1870.4,413268.8357
1683504000000,1870.41,1883.97,1810.73,1847.56,625316.6168
1683590400000,1847.55,1861.88,1830.99,1846.52,304396.186
1683676800000,1846.53,1887.47,1790.51,1840.84,639933.3855
1683763200000,1840.83,1842.02,1772.68,1794.3,522096.0725
1683849600000,1794.31,1818.63,1740.0,1807.45,565539.8309
1683936000000,1807.45,1817.03,1785.23,1795.11,212895.4373
1684022400000,1795.12,1824.0,1789.82,1799.21,218101.0977
1684108800000,1799.2,1846.7,1785.05,1816.2,388171.9261
1684195200000,1816.21,1832.64,1796.2,1824.21,311238.6786
1684281600000,1824.21,1837.5,1783.68,1822.12,352097.9913
1684368000000,1822.12,1831.92,1771.12,1800.56,293755.311
1684454400000,1800.56,1829.54,1796.81,1812.32,243116.4676
1684540800000,1812.31,1828.87,1807.06,1819.42,127754.4349
1684627200000,1819.42,1828.98,1797.21,1804.91,161517.8053
1684713600000,1804.91,1828.27,1792.01,1817.35,237498.9423
1684800000000,1817.36,1872.5,1815.24,1854.05,396869.6097
1684886400000,1854.06,1854.09,1777.6,1799.89,420846.1445
1684972800000,1799.89,1818.81,1761.41,1805.6,350633.0089
1685059200000,1805.61,1838.2,1796.99,1827.79,275690.6854
1685145600000,1827.8,1836.12,1812.18,1829.89,138824.9406
1685232000000,1829.89,1918.65,1823.6,1908.64,378392.4371
1685318400000,1908.64,1927.62,1873.65,1892.6,313593.4942
1685404800000,1892.6,1917.0,1881.19,1900.59,272665.8402
1685491200000,1900.58,1907.13,1846.95,1873.63,319255.5681
1685577600000,1873.63,1889.2,1840.0,1861.78,270496.6097
1685664000000,1861.78,1910.0,1847.51,1906.68,313004.0658
1685750400000,1906.69,1907.92,1881.6,1892.06,148818.2427
1685836800000,1892.05,1914.63,1884.22,1890.01,172683.0119
1685923200000,1890.0,1890.63,1778.0,1810.5,555361.2683
1686009600000,1810.49,1898.29,1797.18,1884.64,491407.2174
1686096000000,1884.65,1897.8,1821.18,1832.13,429196.7064
1686182400000,1832.12,1861.28,1828.31,1845.64,189270.4853
1686268800000,1845.65,1855.0,1827.0,1840.37,198324.3252
1686355200000,1840.37,1844.99,1715.03,1751.53,652324.6695
1686441600000,1751.52,1778.25,1738.72,1752.76,219956.2434
1686528000000,1752.77,1759.33,1720.0,1742.57,302132.4819
1686614400000,1742.57,1770.13,1724.22,1740.12,284268.0018
1686700800000,1740.12,1750.03,1630.43,1650.95,415847.327
1686787200000,1650.95,1680.91,1626.01,1666.96,370774.7696
1686873600000,1666.96,1729.5,1649.86,1717.92,311734.5904
1686960000000,1717.91,1770.0,1714.26,1727.76,210914.9216
1687046400000,1727.75,1747.84,1712.0,1720.95,156535.0128
1687132800000,1720.95,1752.19,1698.0,1737.11,245162.7589
1687219200000,1737.1,1796.99,1714.72,1791.99,328855.6846
1687305600000,1791.99,1901.0,1787.38,1889.11,613755.8869
1687392000000,1889.1,1933.17,1865.98,1872.01,416714.5719
1687478400000,1872.0,1936.42,1861.01,1892.63,401147.9324
1687564800000,1892.63,1906.0,1864.77,1874.96,226910.2941
1687651200000,1874.95,1930.0,1868.83,1898.8,338757.6158
1687737600000,1898.8,1909.1,1837.18,1858.97,458743.861
1687824000000,1858.97,1912.53,1855.19,1889.58,366634.5707
1687910400000,1889.58,1890.19,1816.56,1828.02,337836.5792
1687996800000,1828.03,1880.0,1827.84,1851.99,241844.8281
1688083200000,1851.99,1948.6,1825.01,1933.79,716538.1035
1688169600000,1933.8,1944.56,1909.44,1924.5,178373.3688
1688256000000,1924.5,1959.2,1885.75,1937.48,255852.7832
1688342400000,1937.49,1976.16,1933.55,1955.54,322102.4295
1688428800000,1955.55,1967.08,1931.58,1936.2,205525.0984
1688515200000,1936.19,1942.5,1894.51,1910.36,267633.4783
1688601600000,1910.35,1958.0,1846.0,1846.17,456362.741
1688688000000,1846.17,1878.0,1826.0,1870.91,232944.3466
1688774400000,1870.92,1876.0,1866.13,1866.32,21841.0047
